Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-December-2020,5.90,5.90,5.90,5.90,5.899470899470899470,378,3,2230.00,378,100.00,0.00,0.00
16-December-2020,5.52,5.90,5.52,5.90,5.554545454545454545,110,3,611.00,110,100.00,0.38,0.38
11-December-2020,5.80,5.80,5.80,5.80,5.800000000000000000,300,3,1740.00,300,100.00,0.00,0.00
10-December-2020,6.10,6.10,6.10,6.10,6.100000000000000000,50,1,305.00,50,100.00,0.00,0.00
8-December-2020,6.10,6.10,6.10,6.10,6.100000000000000000,30,1,183.00,30,100.00,0.00,0.00
7-December-2020,5.98,5.98,5.98,5.98,5.980000000000000000,350,3,2093.00,350,100.00,0.00,0.00
4-December-2020,5.60,5.70,5.60,5.70,5.615384615384615384,13,2,73.00,10,76.92,0.10,0.10
3-December-2020,5.91,5.91,5.62,5.62,5.645454545454545454,110,5,621.00,110,100.00,0.29,-0.29
1-December-2020,5.91,6.01,5.91,5.91,5.914494741655235482,2187,10,12935.00,2087,95.43,0.10,0.00
26-November-2020,6.22,6.22,6.22,6.22,6.219934102141680395,1214,2,7551.00,1214,100.00,0.00,0.00
17-November-2020,6.54,6.54,6.54,6.54,6.333333333333333333,3,1,19.00,3,100.00,0.00,0.00
12-November-2020,6.54,6.54,6.54,6.54,6.539769884942471235,1999,2,13073.00,1999,100.00,0.00,0.00
11-November-2020,6.54,6.88,6.54,6.88,6.540000000000000000,2000,3,13080.00,1999,99.95,0.34,0.34
9-November-2020,6.88,6.88,6.88,6.88,6.880000000000000000,2000,1,13760.00,2000,100.00,0.00,0.00
2-November-2020,7.24,7.24,7.24,7.24,7.200000000000000000,10,1,72.00,10,100.00,0.00,0.00
30-October-2020,6.90,6.90,6.90,6.90,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
29-October-2020,6.60,6.60,6.60,6.60,6.600000000000000000,2000,1,13200.00,2000,100.00,0.00,0.00
28-October-2020,6.94,6.94,6.94,6.94,6.940000000000000000,2500,2,17350.00,2500,100.00,0.00,0.00
23-October-2020,7.30,7.30,7.30,7.30,7.000000000000000000,2,1,14.00,2,100.00,0.00,0.00
22-October-2020,7.30,7.30,7.30,7.30,7.000000000000000000,2,1,14.00,2,100.00,0.00,0.00
21-October-2020,7.25,7.25,7.25,7.25,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
20-October-2020,7.14,7.14,7.14,7.14,7.140000000000000000,550,3,3927.00,550,100.00,0.00,0.00
19-October-2020,7.50,7.50,7.50,7.50,7.500000000000000000,10,2,75.00,10,100.00,0.00,0.00
16-October-2020,7.40,7.40,7.40,7.40,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
13-October-2020,7.56,7.56,7.40,7.40,7.250000000000000000,4,2,29.00,0,0.00,0.16,-0.16
12-October-2020,7.56,7.56,7.56,7.56,7.560000000000000000,2000,4,15120.00,2000,100.00,0.00,0.00
9-October-2020,7.95,7.95,7.95,7.95,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
6-October-2020,7.60,7.60,7.60,7.60,7.545454545454545454,11,1,83.00,11,100.00,0.00,0.00
30-September-2020,7.60,7.60,7.60,7.60,7.600000000000000000,5,1,38.00,5,100.00,0.00,0.00
29-September-2020,7.29,7.29,7.29,7.29,7.200000000000000000,5,1,36.00,5,100.00,0.00,0.00
28-September-2020,7.30,7.30,7.29,7.29,7.266666666666666666,15,3,109.00,15,100.00,0.01,-0.01
25-September-2020,7.00,7.00,7.00,7.00,7.000000000000000000,5,1,35.00,5,100.00,0.00,0.00
24-September-2020,6.55,7.15,6.55,7.15,6.861111111111111111,144,11,988.00,119,82.64,0.60,0.60
23-September-2020,7.60,7.60,6.89,6.89,6.911764705882352941,136,6,940.00,136,100.00,0.71,-0.71
22-September-2020,6.87,7.25,6.87,7.25,6.870588235294117647,2635,10,18104.00,2495,94.69,0.38,0.38
21-September-2020,7.23,7.23,7.23,7.23,7.200000000000000000,5,1,36.00,5,100.00,0.00,0.00
18-September-2020,6.90,6.90,6.90,6.90,6.900000000000000000,60,2,414.00,60,100.00,0.00,0.00
17-September-2020,6.95,6.95,6.50,6.70,6.619047619047619047,21,4,139.00,11,52.38,0.45,-0.25
16-September-2020,7.00,7.00,6.65,6.65,6.652272727272727272,440,8,2927.00,395,89.77,0.35,-0.35
15-September-2020,7.00,7.00,7.00,7.00,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
14-September-2020,6.67,6.99,6.67,6.99,6.750000000000000000,4,2,27.00,4,100.00,0.32,0.32
11-September-2020,6.67,6.67,6.67,6.67,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
9-September-2020,6.40,6.40,6.36,6.36,6.363636363636363636,11,2,70.00,10,90.91,0.04,-0.04
8-September-2020,6.63,6.63,6.11,6.11,6.206030150753768844,398,8,2470.00,323,81.16,0.52,-0.52
7-September-2020,6.35,6.35,6.32,6.32,6.320689655172413793,1160,6,7332.00,1160,100.00,0.03,-0.03
4-September-2020,6.08,6.66,6.08,6.65,6.124123422159887798,1426,5,8733.00,1326,92.99,0.58,0.57
3-September-2020,6.40,6.40,6.40,6.40,6.398891966759002770,361,5,2310.00,361,100.00,0.00,0.00
1-September-2020,6.73,6.73,6.73,6.73,6.730000000000000000,100,5,673.00,100,100.00,0.00,0.00
31-August-2020,7.08,7.08,7.08,7.08,7.079746835443037974,790,2,5593.00,790,100.00,0.00,0.00
28-August-2020,7.00,7.00,6.75,6.75,6.988785046728971962,535,4,3739.00,535,100.00,0.25,-0.25
18-August-2020,7.00,7.00,7.00,7.00,7.000000000000000000,10,1,70.00,10,100.00,0.00,0.00
17-August-2020,7.00,7.00,7.00,7.00,7.000000000000000000,14,2,98.00,14,100.00,0.00,0.00
14-August-2020,7.05,7.05,7.05,7.05,7.049547149706979222,1877,5,13232.00,1877,100.00,0.00,0.00
13-August-2020,7.42,7.42,7.42,7.42,7.420000000000000000,2000,4,14840.00,2000,100.00,0.00,0.00
12-August-2020,7.81,7.81,7.81,7.81,7.810000000000000000,2000,2,15620.00,2000,100.00,0.00,0.00
10-August-2020,8.22,8.22,8.22,8.22,8.000000000000000000,1,1,8.00,1,100.00,0.00,0.00
6-August-2020,8.23,8.23,8.23,8.23,8.000000000000000000,1,1,8.00,1,100.00,0.00,0.00
5-August-2020,8.24,8.24,8.24,8.24,8.000000000000000000,1,1,8.00,1,100.00,0.00,0.00
4-August-2020,8.66,8.66,8.25,8.25,8.500000000000000000,6,2,51.00,6,100.00,0.41,-0.41
3-August-2020,8.25,8.25,8.25,8.25,8.000000000000000000,2,1,16.00,2,100.00,0.00,0.00
31-July-2020,7.86,7.86,7.86,7.86,7.500000000000000000,2,2,15.00,2,100.00,0.00,0.00
30-July-2020,7.49,7.49,7.49,7.49,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
29-July-2020,7.14,7.14,7.14,7.14,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
28-July-2020,6.80,6.80,6.80,6.80,6.666666666666666666,3,1,20.00,3,100.00,0.00,0.00
23-July-2020,6.80,6.80,6.80,6.80,6.800000000000000000,10,1,68.00,10,100.00,0.00,0.00
22-July-2020,7.49,7.49,6.80,6.80,7.407916666666666666,2400,18,17779.00,2100,87.50,0.69,-0.69
21-July-2020,7.14,7.14,7.14,7.14,7.139419087136929460,1205,5,8603.00,1205,100.00,0.00,0.00
20-July-2020,6.79,6.80,6.79,6.80,6.798750000000000000,1600,4,10878.00,1400,87.50,0.01,0.01
17-July-2020,6.48,6.48,6.48,6.48,6.479128856624319419,1102,6,7140.00,1102,100.00,0.00,0.00
16-July-2020,5.60,6.18,5.60,6.18,5.604950495049504950,1010,4,5661.00,1010,100.00,0.58,0.58
15-July-2020,5.89,5.89,5.89,5.89,5.890000000000000000,4000,7,23560.00,4000,100.00,0.00,0.00
14-July-2020,6.20,6.20,6.20,6.20,6.200000000000000000,1070,4,6634.00,1070,100.00,0.00,0.00
13-July-2020,6.52,6.52,6.52,6.52,6.519789648491558261,3613,5,23556.00,3613,100.00,0.00,0.00
10-July-2020,6.86,6.86,6.86,6.86,6.859932407059707097,5326,11,36536.00,5326,100.00,0.00,0.00
9-July-2020,7.22,7.22,7.22,7.22,7.219993423216047352,3041,5,21956.00,3041,100.00,0.00,0.00
8-July-2020,7.59,7.59,7.59,7.59,7.589720468890892696,3327,3,25251.00,3327,100.00,0.00,0.00
7-July-2020,7.22,7.98,7.22,7.98,7.226484018264840182,1095,6,7913.00,1085,99.09,0.76,0.76
6-July-2020,7.60,7.60,7.60,7.60,7.599378881987577639,644,2,4894.00,644,100.00,0.00,0.00
3-July-2020,8.38,8.38,7.99,7.99,8.000000000000000000,102,3,816.00,102,100.00,0.39,-0.39
26-June-2020,7.60,7.99,7.60,7.99,7.662443438914027149,2210,9,16934.00,2000,90.50,0.39,0.39
25-June-2020,8.64,8.64,8.00,8.00,8.001988071570576540,503,2,4025.00,503,100.00,0.64,-0.64
23-June-2020,7.84,8.23,7.50,8.23,7.795035460992907801,1410,6,10991.00,1410,100.00,0.73,0.39
22-June-2020,7.10,7.84,7.10,7.84,7.104575163398692810,153,2,1087.00,153,100.00,0.74,0.74
18-June-2020,7.86,7.86,7.47,7.47,7.795463166679311129,13181,10,102752.00,13181,100.00,0.39,-0.39
17-June-2020,7.86,7.86,7.86,7.86,7.847222222222222222,72,1,565.00,72,100.00,0.00,0.00
16-June-2020,7.49,7.50,7.49,7.49,7.490636704119850187,2403,8,18000.00,2403,100.00,0.01,0.00
15-June-2020,8.13,8.13,7.88,7.88,8.096121416526138279,593,4,4801.00,593,100.00,0.25,-0.25
12-June-2020,8.13,8.13,8.13,8.13,8.129522431259044862,1382,7,11235.00,1382,100.00,0.00,0.00
11-June-2020,8.97,8.97,8.53,8.55,8.555371900826446280,1210,8,10352.00,1070,88.43,0.44,-0.42
10-June-2020,8.97,8.97,8.97,8.97,8.969821673525377229,1458,6,13078.00,1458,100.00,0.00,0.00
9-June-2020,9.44,9.44,9.44,9.44,9.433628318584070796,113,3,1066.00,113,100.00,0.00,0.00
8-June-2020,9.93,9.93,9.93,9.93,9.929934954751131221,14144,6,140449.00,14144,100.00,0.00,0.00
5-June-2020,11.00,11.00,10.45,10.45,10.612903225806451612,31,3,329.00,31,100.00,0.55,-0.55
2-June-2020,11.00,11.00,11.00,11.00,11.000000000000000000,10,1,110.00,10,100.00,0.00,0.00
29-May-2020,11.55,11.55,11.55,11.55,11.500000000000000000,10,1,115.00,10,100.00,0.00,0.00
28-May-2020,12.15,12.15,12.15,12.15,12.100000000000000000,10,1,121.00,10,100.00,0.00,0.00
26-May-2020,12.15,12.15,12.15,12.15,12.100000000000000000,10,1,121.00,10,100.00,0.00,0.00
