Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-January-2021,6.52,6.52,6.52,6.52,6.470588235294117647,17,1,110.00,17,100.00,0.00,0.00
29-December-2020,6.52,6.52,6.52,6.52,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
17-December-2020,6.21,6.21,6.21,6.21,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
14-December-2020,5.93,5.93,5.93,5.93,5.930000000000000000,100,2,593.00,100,100.00,0.00,0.00
11-December-2020,6.24,6.24,6.24,6.24,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
3-December-2020,5.95,5.95,5.95,5.95,5.933333333333333333,45,3,267.00,45,100.00,0.00,0.00
1-December-2020,5.67,5.67,5.67,5.67,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
20-November-2020,5.69,5.69,5.40,5.40,5.499170812603648424,603,14,3316.00,603,100.00,0.29,-0.29
18-November-2020,5.67,5.67,5.67,5.67,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
17-November-2020,5.40,5.40,5.40,5.40,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
12-November-2020,5.15,5.15,5.15,5.15,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
3-November-2020,5.03,5.03,5.03,5.03,5.000000000000000000,10,1,50.00,10,100.00,0.00,0.00
27-October-2020,5.03,5.03,5.03,5.03,5.000000000000000000,10,1,50.00,10,100.00,0.00,0.00
26-October-2020,5.00,5.01,4.87,5.01,4.998141263940520446,1076,6,5378.00,1076,100.00,0.14,0.01
23-October-2020,5.12,5.12,5.12,5.12,5.100000000000000000,10,1,51.00,10,100.00,0.00,0.00
21-October-2020,5.12,5.12,5.12,5.12,5.090909090909090909,11,2,56.00,11,100.00,0.00,0.00
14-October-2020,5.13,5.13,5.13,5.13,5.090909090909090909,11,1,56.00,11,100.00,0.00,0.00
12-October-2020,5.13,5.13,5.13,5.13,5.090909090909090909,11,1,56.00,11,100.00,0.00,0.00
30-September-2020,5.13,5.13,5.13,5.13,5.083333333333333333,12,2,61.00,12,100.00,0.00,0.00
29-September-2020,5.13,5.13,5.13,5.13,5.090909090909090909,11,1,56.00,11,100.00,0.00,0.00
28-September-2020,5.13,5.13,5.13,5.13,5.000000000000000000,2,2,10.00,2,100.00,0.00,0.00
24-September-2020,5.13,5.13,5.13,5.13,5.000000000000000000,3,3,15.00,3,100.00,0.00,0.00
23-September-2020,5.13,5.13,5.13,5.13,5.129675810473815461,802,3,4114.00,802,100.00,0.00,0.00
21-September-2020,5.30,5.40,5.30,5.40,5.333333333333333333,3,3,16.00,3,100.00,0.10,0.10
18-September-2020,5.25,5.25,5.25,5.25,5.181818181818181818,11,1,57.00,11,100.00,0.00,0.00
17-September-2020,5.25,5.25,5.25,5.25,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
7-September-2020,5.25,5.25,5.25,5.25,5.181818181818181818,11,1,57.00,11,100.00,0.00,0.00
4-September-2020,5.25,5.25,5.25,5.25,5.181818181818181818,11,1,57.00,11,100.00,0.00,0.00
3-September-2020,5.25,5.25,5.25,5.25,5.000000000000000000,2,2,10.00,2,100.00,0.00,0.00
2-September-2020,5.19,5.19,5.19,5.19,5.181818181818181818,11,1,57.00,11,100.00,0.00,0.00
31-August-2020,5.20,5.20,5.20,5.20,5.199052132701421800,211,2,1097.00,211,100.00,0.00,0.00
28-August-2020,4.97,4.97,4.97,4.97,4.909090909090909090,11,1,54.00,11,100.00,0.00,0.00
27-August-2020,4.97,4.97,4.97,4.97,4.909090909090909090,11,1,54.00,11,100.00,0.00,0.00
26-August-2020,4.52,4.97,4.52,4.97,4.771291866028708133,1045,9,4986.00,1045,100.00,0.45,0.45
25-August-2020,4.35,4.75,4.35,4.75,4.744186046511627906,129,6,612.00,129,100.00,0.40,0.40
24-August-2020,4.55,4.55,4.55,4.55,4.000000000000000000,1,1,4.00,1,100.00,0.00,0.00
21-August-2020,4.76,5.00,4.75,4.75,4.761261261261261261,222,6,1057.00,222,100.00,0.25,-0.01
20-August-2020,5.00,5.00,5.00,5.00,5.000000000000000000,21,1,105.00,21,100.00,0.00,0.00
18-August-2020,5.26,5.26,5.26,5.26,5.181818181818181818,11,1,57.00,11,100.00,0.00,0.00
12-August-2020,5.26,5.53,5.26,5.53,5.333333333333333333,18,2,96.00,18,100.00,0.27,0.27
29-July-2020,5.53,5.53,5.53,5.53,5.523809523809523809,21,1,116.00,21,100.00,0.00,0.00
28-July-2020,5.82,5.82,5.82,5.82,5.818181818181818181,11,1,64.00,11,100.00,0.00,0.00
23-July-2020,6.44,6.44,6.12,6.12,6.260869565217391304,23,3,144.00,23,100.00,0.32,-0.32
6-July-2020,6.09,6.44,6.09,6.44,6.299401197604790419,167,3,1052.00,167,100.00,0.35,0.35
26-June-2020,6.15,6.15,6.15,6.15,6.142857142857142857,21,2,129.00,21,100.00,0.00,0.00
19-June-2020,6.13,6.13,6.13,6.13,6.120000000000000000,50,1,306.00,50,100.00,0.00,0.00
18-June-2020,6.45,6.45,6.13,6.13,6.285714285714285714,42,2,264.00,42,100.00,0.32,-0.32
17-June-2020,6.45,6.45,6.45,6.45,6.428571428571428571,21,1,135.00,21,100.00,0.00,0.00
16-June-2020,6.45,6.45,6.45,6.45,6.449541284403669724,218,4,1406.00,218,100.00,0.00,0.00
15-June-2020,6.45,6.45,6.45,6.45,6.363636363636363636,11,1,70.00,11,100.00,0.00,0.00
11-June-2020,6.18,6.18,6.15,6.15,6.142857142857142857,42,2,258.00,42,100.00,0.03,-0.03
5-June-2020,6.18,6.18,6.18,6.18,6.090909090909090909,11,1,67.00,11,100.00,0.00,0.00
2-June-2020,6.18,6.18,6.18,6.18,6.090909090909090909,11,1,67.00,11,100.00,0.00,0.00
27-May-2020,6.50,6.50,6.50,6.50,6.454545454545454545,11,1,71.00,11,100.00,0.00,0.00
20-May-2020,6.50,6.50,6.50,6.50,6.454545454545454545,11,1,71.00,11,100.00,0.00,0.00
13-May-2020,6.55,6.55,6.55,6.55,6.500000000000000000,12,2,78.00,12,100.00,0.00,0.00
11-May-2020,6.55,6.55,6.55,6.55,6.545454545454545454,11,1,72.00,11,100.00,0.00,0.00
8-May-2020,6.87,6.87,6.55,6.55,6.690476190476190476,42,2,281.00,42,100.00,0.32,-0.32
7-May-2020,6.87,6.87,6.87,6.87,6.846153846153846153,13,1,89.00,13,100.00,0.00,0.00
6-May-2020,6.87,6.87,6.87,6.87,6.818181818181818181,11,1,75.00,11,100.00,0.00,0.00
5-May-2020,6.87,6.87,6.87,6.87,6.777777777777777777,9,2,61.00,9,100.00,0.00,0.00
20-March-2020,6.87,6.87,6.87,6.87,6.857142857142857142,35,1,240.00,35,100.00,0.00,0.00
16-March-2020,6.87,6.87,6.87,6.87,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
3-January-2020,6.88,6.88,6.87,6.87,6.868686868686868686,99,2,680.00,99,100.00,0.01,-0.01
1-January-2020,6.98,6.98,6.98,6.98,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
21-November-2019,6.66,6.66,6.66,6.66,6.656862745098039215,102,2,679.00,102,100.00,0.00,0.00
20-November-2019,7.01,7.01,7.01,7.01,7.000000000000000000,10,1,70.00,10,100.00,0.00,0.00
7-November-2019,7.37,7.37,7.37,7.37,7.300000000000000000,10,1,73.00,10,100.00,0.00,0.00
23-October-2019,7.37,7.37,7.37,7.37,7.333333333333333333,9,1,66.00,9,100.00,0.00,0.00
15-October-2019,7.37,7.37,7.37,7.37,7.364285714285714285,140,1,1031.00,140,100.00,0.00,0.00
11-October-2019,7.75,7.75,7.75,7.75,7.700000000000000000,10,1,77.00,10,100.00,0.00,0.00
3-October-2019,8.15,8.15,8.15,8.15,8.000000000000000000,3,1,24.00,3,100.00,0.00,0.00
1-October-2019,7.77,7.77,7.77,7.77,7.768656716417910447,402,4,3123.00,402,100.00,0.00,0.00
6-September-2019,8.17,8.17,8.17,8.17,8.000000000000000000,1,1,8.00,1,100.00,0.00,0.00
5-September-2019,8.60,8.60,8.60,8.60,8.600000000000000000,5,4,43.00,5,100.00,0.00,0.00
29-August-2019,8.71,8.71,8.71,8.71,8.636363636363636363,11,1,95.00,11,100.00,0.00,0.00
26-August-2019,8.30,8.30,8.30,8.30,8.280000000000000000,25,1,207.00,25,100.00,0.00,0.00
22-August-2019,8.30,8.30,8.30,8.30,8.200000000000000000,5,1,41.00,5,100.00,0.00,0.00
21-August-2019,8.73,8.73,8.73,8.73,8.000000000000000000,1,1,8.00,1,100.00,0.00,0.00
20-August-2019,9.18,9.18,9.18,9.18,9.000000000000000000,5,1,45.00,5,100.00,0.00,0.00
9-August-2019,8.75,8.75,8.75,8.75,8.750000000000000000,500,1,4375.00,500,100.00,0.00,0.00
30-July-2019,8.59,8.59,8.59,8.59,8.545454545454545454,11,2,94.00,11,100.00,0.00,0.00
13-June-2019,9.45,9.45,9.45,9.45,9.433333333333333333,30,4,283.00,30,100.00,0.00,0.00
12-June-2019,9.00,9.00,9.00,9.00,9.000000000000000000,100,6,900.00,100,100.00,0.00,0.00
