Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,6.40,6.40,6.40,6.40,6.400000000000000000,100,2,640.00,100,100.00,0.00,0.00
16-December-2020,6.40,6.40,6.40,6.40,6.375000000000000000,16,1,102.00,16,100.00,0.00,0.00
11-December-2020,6.45,6.45,6.45,6.45,6.450000000000000000,100,1,645.00,100,100.00,0.00,0.00
9-December-2020,6.49,6.49,6.49,6.49,6.466666666666666666,15,1,97.00,15,100.00,0.00,0.00
4-December-2020,6.83,6.83,6.49,6.49,6.812903225806451612,155,7,1056.00,155,100.00,0.34,-0.34
1-December-2020,6.83,6.83,6.83,6.83,6.830000000000000000,100,3,683.00,100,100.00,0.00,0.00
27-November-2020,6.83,6.83,6.83,6.83,6.830000000000000000,100,1,683.00,100,100.00,0.00,0.00
26-November-2020,6.02,6.51,6.02,6.51,6.260000000000000000,100,2,626.00,100,100.00,0.49,0.49
20-November-2020,6.20,6.20,6.20,6.20,6.200000000000000000,25,1,155.00,25,100.00,0.00,0.00
17-November-2020,5.91,6.20,5.91,6.20,5.976923076923076923,130,3,777.00,130,100.00,0.29,0.29
13-November-2020,5.91,5.91,5.91,5.91,5.900000000000000000,50,2,295.00,50,100.00,0.00,0.00
11-November-2020,5.80,5.80,5.74,5.74,5.766990291262135922,206,4,1188.00,206,100.00,0.06,-0.06
10-November-2020,5.68,5.68,5.68,5.68,5.680000000000000000,100,2,568.00,100,100.00,0.00,0.00
15-October-2020,5.68,5.68,5.68,5.68,5.676470588235294117,102,4,579.00,102,100.00,0.00,0.00
25-September-2020,5.41,5.41,5.41,5.41,5.402173913043478260,92,2,497.00,92,100.00,0.00,0.00
17-September-2020,5.41,5.41,5.41,5.41,5.408163265306122448,49,2,265.00,49,100.00,0.00,0.00
14-September-2020,5.69,5.69,5.69,5.69,5.600000000000000000,10,1,56.00,10,100.00,0.00,0.00
11-September-2020,5.62,5.62,5.62,5.62,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
25-August-2020,5.58,5.58,5.58,5.58,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
12-August-2020,5.58,5.58,5.58,5.58,5.580000000000000000,500,3,2790.00,500,100.00,0.00,0.00
11-August-2020,5.32,5.32,5.32,5.32,5.316831683168316831,101,5,537.00,101,100.00,0.00,0.00
3-August-2020,5.59,5.59,5.59,5.59,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
20-July-2020,5.88,5.88,5.88,5.88,5.869565217391304347,46,1,270.00,46,100.00,0.00,0.00
8-July-2020,5.88,5.88,5.88,5.88,5.878571428571428571,140,2,823.00,140,100.00,0.00,0.00
7-July-2020,5.88,5.88,5.88,5.88,5.880000000000000000,200,1,1176.00,200,100.00,0.00,0.00
25-June-2020,5.60,5.60,5.60,5.60,5.598993288590604026,596,5,3337.00,596,100.00,0.00,0.00
24-June-2020,5.88,5.88,5.88,5.88,5.875000000000000000,16,2,94.00,16,100.00,0.00,0.00
23-June-2020,5.60,5.60,5.60,5.60,5.594202898550724637,138,4,772.00,138,100.00,0.00,0.00
22-June-2020,5.60,5.60,5.60,5.60,5.599236641221374045,262,2,1467.00,262,100.00,0.00,0.00
15-April-2020,5.70,5.70,5.70,5.70,5.700000000000000000,50,2,285.00,50,100.00,0.00,0.00
27-March-2020,5.86,5.86,5.86,5.86,5.847826086956521739,46,1,269.00,46,100.00,0.00,0.00
20-March-2020,5.49,5.70,5.49,5.59,5.510350318471337579,2512,5,13842.00,2512,100.00,0.21,0.10
19-March-2020,5.77,5.77,5.77,5.77,5.770000000000000000,2000,1,11540.00,2000,100.00,0.00,0.00
12-February-2020,6.07,6.07,6.07,6.07,6.070000000000000000,100,1,607.00,100,100.00,0.00,0.00
24-January-2020,6.38,6.38,6.38,6.38,6.380000000000000000,100,2,638.00,100,100.00,0.00,0.00
9-January-2020,6.38,6.38,6.38,6.38,6.333333333333333333,12,1,76.00,12,100.00,0.00,0.00
3-January-2020,6.71,6.71,6.71,6.71,6.700000000000000000,50,3,335.00,50,100.00,0.00,0.00
18-December-2019,6.71,6.71,6.71,6.71,6.706666666666666666,150,3,1006.00,150,100.00,0.00,0.00
22-November-2019,6.71,6.71,6.71,6.71,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
18-November-2019,6.71,6.71,6.71,6.71,6.705882352941176470,51,3,342.00,51,100.00,0.00,0.00
14-November-2019,6.71,6.71,6.71,6.71,6.666666666666666666,18,1,120.00,18,100.00,0.00,0.00
11-November-2019,6.71,6.71,6.71,6.71,6.600000000000000000,5,1,33.00,5,100.00,0.00,0.00
31-October-2019,6.71,6.71,6.71,6.71,6.600000000000000000,5,1,33.00,5,100.00,0.00,0.00
